track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
6,KTLX20221213_144203_V06,72.808,0.124,374.871,412.438,16.283,-96.868,34.826,8141.428,67542.558,20221213_084203
6,KTLX20221213_144714_V06,77.991,0.106,373.120,411.333,25.996,-96.878,34.831,12997.792,66598.737,20221213_084714
1,KTLX20221214_132227_V06,-7.478,0.117,255.235,319.385,19.397,-97.523,35.245,9698.629,24390.993,20221214_072227
1,KTLX20221214_132556_V06,-3.995,0.293,255.621,319.222,24.311,-97.521,35.246,12155.342,24181.476,20221214_072556
1,KTLX20221214_132925_V06,-0.512,0.293,259.618,320.760,28.511,-97.499,35.239,14255.531,22702.729,20221214_072925
1,KTLX20221214_133301_V06,3.088,0.267,263.085,321.697,30.533,-97.480,35.235,15266.530,21409.444,20221214_073301
1,KTLX20221214_133630_V06,6.572,0.170,264.245,350.257,20.778,-97.474,35.106,10388.998,30839.009,20221214_073630
7,KTLX20221216_134055_V06,9.681,0.183,25.517,75.396,33.217,-98.806,36.336,16608.624,177333.131,20221216_074055
7,KTLX20221216_134758_V06,16.731,0.080,29.327,75.870,41.524,-98.785,36.334,20762.152,175711.368,20221216_074758
4,KTLX20221216_131245_V06,-18.486,0.061,59.165,186.727,23.663,-98.610,35.836,11831.372,133071.741,20221216_071245
5,KTLX20221216_132649_V06,-4.419,0.152,257.586,333.015,12.852,-97.510,35.184,6426.216,26874.181,20221216_072649
6,KTLX20221216_133352_V06,2.631,0.077,162.916,152.292,55.113,-98.038,35.996,27556.412,100759.035,20221216_073352
10,KTLX20221216_143718_V06,66.064,0.214,40.621,87.903,43.512,-98.721,36.280,21755.945,167527.992,20221216_083718
1,KTLX20221217_132614_V06,-5.622,0.303,249.814,315.318,16.018,-97.553,35.264,8009.005,26235.589,20221217_072614
1,KTLX20221217_133310_V06,1.312,0.556,252.853,319.622,28.267,-97.537,35.244,14133.326,25533.437,20221217_073310
1,KTLX20221218_132426_V06,-8.018,0.524,254.996,303.554,21.192,-97.525,35.317,10595.766,22572.070,20221218_072426
1,KTLX20221218_133128_V06,-0.984,0.837,254.825,304.966,31.041,-97.526,35.310,15520.478,22723.611,20221218_073128
1,KTLX20221218_133831_V06,6.066,0.526,262.579,302.967,40.071,-97.483,35.320,20035.546,18769.420,20221218_073831
2,KTLX20221218_132426_V06,-8.018,0.200,376.099,228.192,9.865,-96.857,35.656,4932.400,52314.935,20221218_072426
2,KTLX20221218_133128_V06,-0.984,0.290,379.051,226.988,18.728,-96.841,35.661,9364.009,53804.653,20221218_073128
1,KTLX20221219_132314_V06,-9.789,0.292,247.680,296.157,14.565,-97.565,35.350,7282.251,26230.471,20221219_072314
1,KTLX20221219_133001_V06,-3.006,0.821,245.841,290.435,27.087,-97.576,35.376,13543.409,27498.368,20221219_073001
1,KTLX20221219_133644_V06,3.711,0.328,245.557,290.107,32.947,-97.577,35.377,16473.652,27667.411,20221219_073644
1,KTLX20221221_133700_V06,2.910,0.792,252.102,310.913,23.932,-97.541,35.284,11966.183,24563.000,20221221_073700
1,KTLX20221221_134347_V06,9.693,0.253,250.918,308.326,31.239,-97.547,35.295,15619.290,24891.664,20221221_074347
2,KTLX20221222_132532_V06,-9.051,0.082,408.715,517.780,33.517,-96.687,34.350,16758.318,121703.361,20221222_072532
3,KTLX20221224_134012_V06,4.708,0.685,257.855,320.983,28.346,-97.509,35.238,14172.832,23539.760,20221224_074012
