filename,local_time
KTYX20220101_120838_V06,20220101_070838
KTYX20220101_121305_V06,20220101_071305
KTYX20220101_121734_V06,20220101_071734
KTYX20220101_122211_V06,20220101_072211
KTYX20220101_122647_V06,20220101_072647
KTYX20220101_123122_V06,20220101_073122
KTYX20220101_123558_V06,20220101_073558
KTYX20220101_124252_V06,20220101_074252
KTYX20220101_124934_V06,20220101_074934
KTYX20220101_130328_V06,20220101_080328
KTYX20220101_131017_V06,20220101_081017
KTYX20220101_131707_V06,20220101_081707
KTYX20220101_132356_V06,20220101_082356
KTYX20220101_133045_V06,20220101_083045
KTYX20220101_133732_V06,20220101_083732
KTYX20220101_134414_V06,20220101_084414
KTYX20220101_135056_V06,20220101_085056
KTYX20220101_140423_V06,20220101_090423
KTYX20220102_121146_V06,20220102_071146
KTYX20220102_121735_V06,20220102_071735
KTYX20220102_122323_V06,20220102_072323
KTYX20220102_122911_V06,20220102_072911
KTYX20220102_123445_V06,20220102_073445
KTYX20220102_124033_V06,20220102_074033
KTYX20220102_124553_V06,20220102_074553
KTYX20220102_125113_V06,20220102_075113
KTYX20220102_130234_V06,20220102_080234
KTYX20220102_130806_V06,20220102_080806
KTYX20220102_131409_V06,20220102_081409
KTYX20220102_131943_V06,20220102_081943
KTYX20220102_132518_V06,20220102_082518
KTYX20220102_133051_V06,20220102_083051
KTYX20220102_133654_V06,20220102_083654
KTYX20220102_134243_V06,20220102_084243
KTYX20220102_134845_V06,20220102_084845
KTYX20220102_140050_V06,20220102_090050
KTYX20220103_120645_V06,20220103_070645
KTYX20220103_121346_V06,20220103_071346
KTYX20220103_122048_V06,20220103_072048
KTYX20220103_122750_V06,20220103_072750
KTYX20220103_123450_V06,20220103_073450
KTYX20220103_124151_V06,20220103_074151
KTYX20220103_124853_V06,20220103_074853
KTYX20220103_130255_V06,20220103_080255
KTYX20220103_130956_V06,20220103_080956
KTYX20220103_131651_V06,20220103_081651
KTYX20220103_132353_V06,20220103_082353
KTYX20220103_133054_V06,20220103_083054
KTYX20220103_133755_V06,20220103_083755
KTYX20220103_134456_V06,20220103_084456
KTYX20220103_135157_V06,20220103_085157
KTYX20220103_140558_V06,20220103_090558
KTYX20220104_120906_V06,20220104_070906
KTYX20220104_121600_V06,20220104_071600
KTYX20220104_122254_V06,20220104_072254
KTYX20220104_122956_V06,20220104_072956
KTYX20220104_123651_V06,20220104_073651
KTYX20220104_124350_V06,20220104_074350
KTYX20220104_125051_V06,20220104_075051
KTYX20220104_130443_V06,20220104_080443
KTYX20220104_131137_V06,20220104_081137
KTYX20220104_131834_V06,20220104_081834
KTYX20220104_132530_V06,20220104_082530
KTYX20220104_133231_V06,20220104_083231
KTYX20220104_133925_V06,20220104_083925
KTYX20220104_134627_V06,20220104_084627
KTYX20220104_135322_V06,20220104_085322
KTYX20220105_121224_V06,20220105_071224
KTYX20220105_121925_V06,20220105_071925
KTYX20220105_122626_V06,20220105_072626
KTYX20220105_123319_V06,20220105_073319
KTYX20220105_124022_V06,20220105_074022
KTYX20220105_124716_V06,20220105_074716
KTYX20220105_130113_V06,20220105_080113
KTYX20220105_130814_V06,20220105_080814
KTYX20220105_131507_V06,20220105_081507
KTYX20220105_132201_V06,20220105_082201
KTYX20220105_132901_V06,20220105_082901
KTYX20220105_133547_V06,20220105_083547
KTYX20220105_134248_V06,20220105_084248
KTYX20220105_134942_V06,20220105_084942
KTYX20220105_140322_V06,20220105_090322
KTYX20220106_120734_V06,20220106_070734
KTYX20220106_121428_V06,20220106_071428
KTYX20220106_122128_V06,20220106_072128
KTYX20220106_122829_V06,20220106_072829
KTYX20220106_123530_V06,20220106_073530
KTYX20220106_124223_V06,20220106_074223
KTYX20220106_124917_V06,20220106_074917
KTYX20220106_130309_V06,20220106_080309
KTYX20220106_130734_V06,20220106_080734
KTYX20220106_131232_V06,20220106_081232
KTYX20220106_131701_V06,20220106_081701
KTYX20220106_132144_V06,20220106_082144
KTYX20220106_132627_V06,20220106_082627
KTYX20220106_133140_V06,20220106_083140
KTYX20220106_133630_V06,20220106_083630
KTYX20220106_134129_V06,20220106_084129
KTYX20220106_134648_V06,20220106_084648
KTYX20220106_135146_V06,20220106_085146
KTYX20220106_140127_V06,20220106_090127
KTYX20220106_140610_V06,20220106_090610
KTYX20220107_121035_V06,20220107_071035
KTYX20220107_121511_V06,20220107_071511
KTYX20220107_121946_V06,20220107_071946
KTYX20220107_122422_V06,20220107_072422
KTYX20220107_122857_V06,20220107_072857
KTYX20220107_123418_V06,20220107_073418
KTYX20220107_123908_V06,20220107_073908
KTYX20220107_124428_V06,20220107_074428
KTYX20220107_124933_V06,20220107_074933
KTYX20220107_125507_V06,20220107_075507
KTYX20220107_130531_V06,20220107_080531
KTYX20220107_131036_V06,20220107_081036
KTYX20220107_131526_V06,20220107_081526
KTYX20220107_132002_V06,20220107_082002
KTYX20220107_132437_V06,20220107_082437
KTYX20220107_132912_V06,20220107_082912
KTYX20220107_133348_V06,20220107_083348
KTYX20220107_133823_V06,20220107_083823
KTYX20220107_134259_V06,20220107_084259
KTYX20220107_134735_V06,20220107_084735
KTYX20220107_135209_V06,20220107_085209
KTYX20220107_140120_V06,20220107_090120
KTYX20220107_140556_V06,20220107_090556
KTYX20220108_120607_V06,20220108_070607
KTYX20220108_121307_V06,20220108_071307
KTYX20220108_122008_V06,20220108_072008
KTYX20220108_122710_V06,20220108_072710
KTYX20220108_123413_V06,20220108_073413
KTYX20220108_124109_V06,20220108_074109
KTYX20220108_124803_V06,20220108_074803
KTYX20220108_130200_V06,20220108_080200
KTYX20220108_130901_V06,20220108_080901
KTYX20220108_131551_V06,20220108_081551
KTYX20220108_132252_V06,20220108_082252
KTYX20220108_132954_V06,20220108_082954
KTYX20220108_133657_V06,20220108_083657
KTYX20220108_134359_V06,20220108_084359
KTYX20220108_135100_V06,20220108_085100
KTYX20220108_140503_V06,20220108_090503
KTYX20220109_121101_V06,20220109_071101
KTYX20220109_121636_V06,20220109_071636
KTYX20220109_122156_V06,20220109_072156
KTYX20220109_122800_V06,20220109_072800
KTYX20220109_123402_V06,20220109_073402
KTYX20220109_124006_V06,20220109_074006
KTYX20220109_124610_V06,20220109_074610
KTYX20220109_125212_V06,20220109_075212
KTYX20220109_130419_V06,20220109_080419
KTYX20220109_131022_V06,20220109_081022
KTYX20220109_131626_V06,20220109_081626
KTYX20220109_132229_V06,20220109_082229
KTYX20220109_132833_V06,20220109_082833
KTYX20220109_133436_V06,20220109_083436
KTYX20220109_134039_V06,20220109_084039
KTYX20220109_134640_V06,20220109_084640
KTYX20220109_135228_V06,20220109_085228
KTYX20220109_140434_V06,20220109_090434
KTYX20220110_120920_V06,20220110_070920
KTYX20220110_121355_V06,20220110_071355
KTYX20220110_121830_V06,20220110_071830
KTYX20220110_122306_V06,20220110_072306
KTYX20220110_122740_V06,20220110_072740
KTYX20220110_123215_V06,20220110_073215
KTYX20220110_123650_V06,20220110_073650
KTYX20220110_124124_V06,20220110_074124
KTYX20220110_124559_V06,20220110_074559
KTYX20220110_125034_V06,20220110_075034
KTYX20220110_125509_V06,20220110_075509
KTYX20220110_130420_V06,20220110_080420
KTYX20220110_130855_V06,20220110_080855
KTYX20220110_131329_V06,20220110_081329
KTYX20220110_131758_V06,20220110_081758
KTYX20220110_132234_V06,20220110_082234
KTYX20220110_132710_V06,20220110_082710
KTYX20220110_133145_V06,20220110_083145
KTYX20220110_133620_V06,20220110_083620
KTYX20220110_134054_V06,20220110_084054
KTYX20220110_134530_V06,20220110_084530
KTYX20220110_134958_V06,20220110_084958
KTYX20220110_135433_V06,20220110_085433
KTYX20220110_140345_V06,20220110_090345
KTYX20220111_121120_V06,20220111_071120
KTYX20220111_121822_V06,20220111_071822
KTYX20220111_122518_V06,20220111_072518
KTYX20220111_123211_V06,20220111_073211
KTYX20220111_123905_V06,20220111_073905
KTYX20220111_124559_V06,20220111_074559
KTYX20220111_125255_V06,20220111_075255
KTYX20220111_130651_V06,20220111_080651
KTYX20220111_131352_V06,20220111_081352
KTYX20220111_132047_V06,20220111_082047
KTYX20220111_132741_V06,20220111_082741
KTYX20220111_133441_V06,20220111_083441
KTYX20220111_134142_V06,20220111_084142
KTYX20220111_134843_V06,20220111_084843
KTYX20220111_140240_V06,20220111_090240
KTYX20220112_121117_V06,20220112_071117
