track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
2,KTLX20220114_134859_V06,2,1.494,1.200,32539,0,5.049
2,KTLX20220114_134859_V06,4,2.505,1.200,16276,0,0.886
2,KTLX20220114_134859_V06,5,3.516,1.200,16301,0,0.574
2,KTLX20220114_134859_V06,6,4.482,1.200,16327,0,0.691
1,KTLX20220116_133426_V06,0,0.483,1.200,22320,154,3356.690
1,KTLX20220116_133426_V06,2,1.494,1.200,22325,0,4.452
1,KTLX20220116_133426_V06,4,2.505,1.200,11181,0,1.693
1,KTLX20220116_133426_V06,5,3.516,1.200,11185,0,0.405
1,KTLX20220116_133426_V06,6,4.482,1.200,11199,0,0.337
1,KTLX20220116_134405_V06,0,0.483,1.200,39547,26,1141.962
1,KTLX20220116_134405_V06,2,1.494,1.200,39573,0,2.383
1,KTLX20220116_134405_V06,4,2.505,1.200,19804,0,0.496
1,KTLX20220116_134405_V06,5,3.516,1.200,19826,0,0.628
1,KTLX20220116_134405_V06,6,4.482,1.200,19855,0,0.487
1,KTLX20220117_132408_V06,0,0.483,1.200,8407,435,8098.747
1,KTLX20220117_132408_V06,2,1.494,1.200,8410,0,14.479
1,KTLX20220117_132408_V06,4,2.505,1.200,4211,0,0.311
1,KTLX20220117_132408_V06,5,3.516,1.200,4212,0,0.638
1,KTLX20220117_132408_V06,6,4.482,1.200,4216,0,0.448
1,KTLX20220117_133346_V06,0,0.483,1.200,25422,208,9122.194
1,KTLX20220117_133346_V06,2,1.494,1.200,25429,0,7.943
1,KTLX20220117_133346_V06,4,2.505,1.200,12724,0,1.152
1,KTLX20220117_133346_V06,5,3.516,1.200,12745,0,1.113
1,KTLX20220117_133346_V06,6,4.482,1.200,12758,0,0.946
1,KTLX20220117_134324_V06,0,0.483,1.200,57058,144,6711.921
1,KTLX20220117_134324_V06,2,1.494,1.200,57092,0,12.847
1,KTLX20220117_134324_V06,4,2.505,1.200,28568,0,1.632
1,KTLX20220117_134324_V06,5,3.516,1.200,28602,0,1.406
1,KTLX20220117_134324_V06,6,4.482,1.200,28631,0,1.276
2,KTLX20220117_132408_V06,0,0.483,1.200,803,0,163.527
2,KTLX20220117_132408_V06,2,1.494,1.200,806,0,0.848
2,KTLX20220117_132408_V06,4,2.505,1.200,403,0,0.039
2,KTLX20220117_132408_V06,5,3.516,1.200,404,0,0.038
2,KTLX20220117_132408_V06,6,4.482,1.200,408,0,0.086
2,KTLX20220118_132044_V06,0,0.483,1.200,4507,462,2934.844
2,KTLX20220118_132044_V06,2,1.494,1.200,4507,0,14.681
2,KTLX20220118_132044_V06,4,2.505,1.200,2250,0,0.293
2,KTLX20220118_132044_V06,5,3.516,1.200,2252,0,0.146
