track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
1,KTLX20200101_134051_V06,0,0.483,1.200,28407,124,8534.051
1,KTLX20200101_134051_V06,2,1.494,1.200,28418,4,19.438
1,KTLX20200101_134051_V06,4,2.505,1.200,14215,0,0.431
1,KTLX20200101_134051_V06,5,3.516,1.200,14229,0,0.412
1,KTLX20200101_134051_V06,6,4.482,1.200,14250,0,0.421
1,KTLX20200102_132823_V06,0,0.483,1.200,12566,596,8017.228
1,KTLX20200102_132823_V06,2,1.494,1.200,12573,60,1295.853
1,KTLX20200102_132823_V06,4,2.505,1.200,6292,0,1.388
1,KTLX20200102_132823_V06,5,3.516,1.200,6302,0,4.158
1,KTLX20200102_132823_V06,6,4.482,1.200,6300,0,0.262
1,KTLX20200102_133804_V06,0,0.483,1.200,31593,512,22467.541
1,KTLX20200102_133804_V06,2,1.494,1.200,31609,0,87.536
1,KTLX20200102_133804_V06,4,2.505,1.200,15816,0,0.872
1,KTLX20200102_133804_V06,5,3.516,1.200,15830,0,0.648
1,KTLX20200102_133804_V06,6,4.482,1.200,15853,0,0.570
1,KTLX20200102_134744_V06,0,0.483,1.200,35446,156,5475.850
1,KTLX20200102_134744_V06,2,1.494,1.200,35457,1,7.589
1,KTLX20200102_134744_V06,4,2.505,1.200,17744,0,1.051
1,KTLX20200102_134744_V06,5,3.516,1.200,17763,0,0.807
1,KTLX20200102_134744_V06,6,4.482,1.200,17784,0,0.607
1,KTLX20200104_131722_V06,0,0.483,1.200,4446,5,14.800
1,KTLX20200104_131722_V06,2,1.494,1.200,4442,0,0.577
1,KTLX20200104_131722_V06,4,2.505,1.200,2222,0,0.008
1,KTLX20200104_131722_V06,5,3.516,1.200,2223,0,0.009
1,KTLX20200104_131722_V06,6,4.482,1.200,2226,0,0.010
1,KTLX20200104_132703_V06,0,0.483,1.200,9815,177,2424.443
1,KTLX20200104_132703_V06,2,1.494,1.200,9817,0,36.848
1,KTLX20200104_132703_V06,4,2.505,1.200,4913,0,0.256
1,KTLX20200104_132703_V06,5,3.516,1.200,4921,0,0.125
1,KTLX20200104_132703_V06,6,4.482,1.200,4923,0,0.128
3,KTLX20200104_133644_V06,0,0.483,1.200,1156,0,1012.689
3,KTLX20200104_133644_V06,2,1.494,1.200,1158,0,0.046
3,KTLX20200104_133644_V06,4,2.505,1.200,578,0,0.032
3,KTLX20200104_133644_V06,5,3.516,1.200,583,0,0.033
3,KTLX20200104_133644_V06,6,4.482,1.200,584,0,0.033
3,KTLX20200104_134625_V06,0,0.483,1.200,5577,0,49.564
3,KTLX20200104_134625_V06,2,1.494,1.200,5572,0,0.164
3,KTLX20200104_134625_V06,4,2.505,1.200,2786,0,0.164
