filename,local_time
KLIX20200101_123311_V06,20200101_063311
KLIX20200101_124149_V06,20200101_064149
KLIX20200101_125026_V06,20200101_065026
KLIX20200101_130427_V06,20200101_070427
KLIX20200101_130950_V06,20200101_070950
KLIX20200101_131513_V06,20200101_071513
KLIX20200101_132036_V06,20200101_072036
KLIX20200101_132558_V06,20200101_072558
KLIX20200101_133121_V06,20200101_073121
KLIX20200101_133646_V06,20200101_073646
KLIX20200101_134210_V06,20200101_074210
KLIX20200101_135048_V06,20200101_075048
KLIX20200101_140802_V06,20200101_080802
KLIX20200101_141638_V06,20200101_081638
KLIX20200101_142516_V06,20200101_082516
KLIX20200102_122844_V06,20200102_062844
KLIX20200102_123537_V06,20200102_063537
KLIX20200102_124230_V06,20200102_064230
KLIX20200102_124922_V06,20200102_064922
KLIX20200102_130308_V06,20200102_070308
KLIX20200102_131000_V06,20200102_071000
KLIX20200102_131653_V06,20200102_071653
KLIX20200102_132345_V06,20200102_072345
KLIX20200102_133037_V06,20200102_073037
KLIX20200102_133729_V06,20200102_073729
KLIX20200102_134421_V06,20200102_074421
KLIX20200102_135114_V06,20200102_075114
KLIX20200102_140443_V06,20200102_080443
KLIX20200102_141135_V06,20200102_081135
KLIX20200102_141812_V06,20200102_081812
KLIX20200102_142434_V06,20200102_082434
KLIX20200103_122814_V06,20200103_062814
KLIX20200103_123449_V06,20200103_063449
KLIX20200103_124121_V06,20200103_064121
KLIX20200103_124755_V06,20200103_064755
KLIX20200103_130103_V06,20200103_070103
KLIX20200103_130736_V06,20200103_070736
KLIX20200103_131410_V06,20200103_071410
KLIX20200103_132045_V06,20200103_072045
KLIX20200103_132718_V06,20200103_072718
KLIX20200103_133352_V06,20200103_073352
KLIX20200103_134026_V06,20200103_074026
KLIX20200103_134700_V06,20200103_074700
KLIX20200103_135333_V06,20200103_075333
KLIX20200103_140641_V06,20200103_080641
KLIX20200103_141314_V06,20200103_081314
KLIX20200103_141948_V06,20200103_081948
KLIX20200104_123051_V06,20200104_063051
KLIX20200104_123928_V06,20200104_063928
KLIX20200104_124804_V06,20200104_064804
KLIX20200104_130518_V06,20200104_070518
KLIX20200104_131353_V06,20200104_071353
KLIX20200104_132230_V06,20200104_072230
KLIX20200104_133106_V06,20200104_073106
KLIX20200104_133943_V06,20200104_073943
KLIX20200104_134819_V06,20200104_074819
KLIX20200104_140533_V06,20200104_080533
KLIX20200104_141409_V06,20200104_081409
KLIX20200104_142247_V06,20200104_082247
