track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KDAX20200701_122150_V06,-24.829,0.274,283.382,206.188,11.751,-121.772,38.924,5875.618,47636.406,20200701_052150
1,KDAX20200701_123127_V06,-15.212,0.322,283.557,203.760,21.157,-121.771,38.935,10578.678,48817.306,20200701_053127
1,KDAX20200701_124102_V06,-5.629,0.195,285.254,199.787,25.220,-121.762,38.952,12609.852,50646.181,20200701_054102
2,KDAX20200701_122150_V06,-24.829,0.229,463.960,380.560,11.693,-120.742,38.134,5846.539,91340.850,20200701_052150
2,KDAX20200701_123127_V06,-15.212,-1.000,463.960,380.560,26.984,-120.742,38.134,13491.789,91340.850,20200701_053127
2,KDAX20200701_124102_V06,-5.629,0.077,468.022,380.464,17.636,-120.718,38.135,8818.110,93147.635,20200701_054102
4,KDAX20200701_122150_V06,-24.829,0.057,334.342,360.457,10.664,-121.481,38.229,5331.940,34765.309,20200701_052150
1,KDAX20200702_122718_V06,-19.856,0.431,283.768,205.454,8.856,-121.770,38.927,4427.906,47964.628,20200702_052718
1,KDAX20200702_123654_V06,-10.256,0.348,286.375,205.998,22.174,-121.755,38.924,11087.209,47492.189,20200702_053654
2,KDAX20200702_122718_V06,-19.856,0.074,276.414,151.683,8.433,-121.813,39.169,4216.530,75090.383,20200702_052718
3,KDAX20200702_130540_V06,18.510,0.073,292.516,518.785,11.505,-121.719,37.516,5752.485,109456.625,20200702_060540
4,KDAX20200702_130540_V06,18.510,0.053,302.698,186.564,17.683,-121.661,39.012,8841.633,56734.057,20200702_060540
5,KDAX20200702_130540_V06,18.510,0.052,133.019,405.909,11.384,-122.628,38.020,5692.110,98867.823,20200702_060540
6,KDAX20200702_133427_V06,47.294,0.131,140.719,407.998,18.243,-122.584,38.011,9121.574,96221.205,20200702_063427
1,KDAX20200703_123249_V06,-14.856,0.122,391.700,434.659,19.411,-121.155,37.893,9705.566,81458.547,20200703_053249
2,KDAX20200703_123249_V06,-14.856,0.093,287.008,204.202,17.244,-121.752,38.933,8622.070,48337.319,20200703_053249
3,KDAX20200703_130136_V06,13.928,0.171,276.825,142.170,4.750,-121.811,39.212,2374.973,79761.036,20200703_060136
1,KDAX20200704_122902_V06,-19.176,0.220,285.225,204.818,14.909,-121.762,38.930,7454.506,48160.824,20200704_052902
