track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
2,KDAX20220101_151655_V06,0,0.483,1.200,444,0,1228.443
2,KDAX20220101_151655_V06,2,1.494,1.200,445,0,87.927
2,KDAX20220101_152632_V06,0,0.483,1.200,1199,32,15294.820
2,KDAX20220101_152632_V06,2,1.494,1.200,1200,0,238.420
2,KDAX20220101_153609_V06,0,0.483,1.200,1214,48,23155.358
2,KDAX20220101_153609_V06,2,1.494,1.200,1212,0,250.834
2,KDAX20220101_154547_V06,0,0.483,1.200,2427,8,15912.583
2,KDAX20220101_154547_V06,2,1.494,1.200,2427,0,458.659
3,KDAX20220101_152632_V06,0,0.483,1.200,390,0,4100.021
3,KDAX20220101_152632_V06,2,1.494,1.200,393,0,39.467
3,KDAX20220101_153609_V06,0,0.483,1.200,1483,0,1069.205
3,KDAX20220101_153609_V06,2,1.494,1.200,1482,0,186.514
3,KDAX20220101_154547_V06,0,0.483,1.200,4820,0,6551.718
3,KDAX20220101_154547_V06,2,1.494,1.200,4815,0,1309.022
1,KDAX20220101_150717_V06,0,0.483,1.200,1479,30,17450.771
1,KDAX20220101_150717_V06,2,1.494,1.200,1484,0,77.274
1,KDAX20220101_150717_V06,4,2.505,1.200,739,0,21.944
7,KDAX20220101_153609_V06,0,0.483,1.200,1514,0,7079.210
7,KDAX20220101_153609_V06,2,1.494,1.200,1517,0,68.667
7,KDAX20220101_153609_V06,4,2.505,1.200,759,0,14.245
8,KDAX20220101_153609_V06,0,0.483,1.200,6733,19,9481.377
8,KDAX20220101_153609_V06,2,1.494,1.200,6734,0,5.171
8,KDAX20220101_153609_V06,4,2.505,1.200,3367,0,2.193
8,KDAX20220101_153609_V06,5,3.516,1.200,3368,0,0.273
8,KDAX20220101_153609_V06,6,4.482,1.200,3378,0,0.337
1,KDAX20220102_152421_V06,0,0.483,1.200,328,0,1175.101
1,KDAX20220102_152421_V06,2,1.494,1.200,329,0,19.605
1,KDAX20220102_153359_V06,0,0.483,1.200,832,0,1418.406
1,KDAX20220102_153359_V06,2,1.494,1.200,832,0,169.534
2,KDAX20220102_152421_V06,0,0.483,1.200,7835,13,25943.688
2,KDAX20220102_152421_V06,2,1.494,1.200,7846,0,73.554
2,KDAX20220102_152421_V06,4,2.505,1.200,3927,0,10.241
2,KDAX20220102_153359_V06,0,0.483,1.200,13002,18,27327.887
2,KDAX20220102_153359_V06,2,1.494,1.200,13003,0,110.842
2,KDAX20220102_153359_V06,4,2.505,1.200,6505,0,3.817
4,KDAX20220102_152421_V06,0,0.483,1.200,3277,0,4176.407
4,KDAX20220102_152421_V06,2,1.494,1.200,3278,0,246.867
4,KDAX20220102_153359_V06,0,0.483,1.200,5032,0,4583.388
4,KDAX20220102_153359_V06,2,1.494,1.200,5031,0,297.817
4,KDAX20220102_154337_V06,0,0.483,1.200,3618,1,2396.072
4,KDAX20220102_154337_V06,2,1.494,1.200,3616,0,316.345
3,KDAX20220102_152421_V06,0,0.483,1.200,10370,137,50204.330
3,KDAX20220102_152421_V06,2,1.494,1.200,10374,0,117.860
3,KDAX20220102_152421_V06,4,2.505,1.200,5131,0,4.234
3,KDAX20220102_152421_V06,5,3.516,1.200,5139,0,1.302
3,KDAX20220102_152421_V06,6,4.482,1.200,5150,0,0.519
2,KDAX20220103_151231_V06,0,0.483,1.200,3049,0,1571.107
2,KDAX20220103_151231_V06,2,1.494,1.200,3048,0,0.650
