filename,local_time
KDAX20200116_161209_V06,20200116_081209
KDAX20200116_161817_V06,20200116_081817
KDAX20200116_162424_V06,20200116_082424
KDAX20200116_163032_V06,20200116_083032
KDAX20200116_163640_V06,20200116_083640
KDAX20200116_164247_V06,20200116_084247
KDAX20200116_164855_V06,20200116_084855
KDAX20200117_145339_V06,20200117_065339
KDAX20200117_150257_V06,20200117_070257
KDAX20200117_150737_V06,20200117_070737
KDAX20200117_151215_V06,20200117_071215
KDAX20200117_151654_V06,20200117_071654
KDAX20200117_152133_V06,20200117_072133
KDAX20200117_152612_V06,20200117_072612
KDAX20200117_153051_V06,20200117_073051
KDAX20200117_153529_V06,20200117_073529
KDAX20200117_154008_V06,20200117_074008
KDAX20200117_154448_V06,20200117_074448
KDAX20200117_154927_V06,20200117_074927
KDAX20200117_155406_V06,20200117_075406
KDAX20200117_160323_V06,20200117_080323
KDAX20200117_160803_V06,20200117_080803
KDAX20200117_161242_V06,20200117_081242
KDAX20200117_161721_V06,20200117_081721
KDAX20200117_162159_V06,20200117_082159
KDAX20200117_162638_V06,20200117_082638
KDAX20200117_163118_V06,20200117_083118
KDAX20200117_163557_V06,20200117_083557
KDAX20200117_164036_V06,20200117_084036
KDAX20200117_164514_V06,20200117_084514
KDAX20200117_164953_V06,20200117_084953
KDAX20200118_145302_V06,20200118_065302
KDAX20200118_150220_V06,20200118_070220
KDAX20200118_150658_V06,20200118_070658
KDAX20200118_151137_V06,20200118_071137
KDAX20200118_151616_V06,20200118_071616
KDAX20200118_152055_V06,20200118_072055
KDAX20200118_152534_V06,20200118_072534
KDAX20200118_153013_V06,20200118_073013
KDAX20200118_153450_V06,20200118_073450
KDAX20200118_153929_V06,20200118_073929
KDAX20200118_154408_V06,20200118_074408
KDAX20200118_154847_V06,20200118_074847
KDAX20200118_155325_V06,20200118_075325
KDAX20200118_160244_V06,20200118_080244
KDAX20200118_160723_V06,20200118_080723
KDAX20200118_161202_V06,20200118_081202
KDAX20200118_161640_V06,20200118_081640
KDAX20200118_162120_V06,20200118_082120
KDAX20200118_162559_V06,20200118_082559
KDAX20200118_163039_V06,20200118_083039
KDAX20200118_163518_V06,20200118_083518
KDAX20200118_163958_V06,20200118_083958
KDAX20200118_164436_V06,20200118_084436
KDAX20200118_164915_V06,20200118_084915
KDAX20200119_150007_V06,20200119_070007
KDAX20200119_150445_V06,20200119_070445
KDAX20200119_150924_V06,20200119_070924
KDAX20200119_151404_V06,20200119_071404
KDAX20200119_151843_V06,20200119_071843
KDAX20200119_152321_V06,20200119_072321
KDAX20200119_152800_V06,20200119_072800
KDAX20200119_153239_V06,20200119_073239
KDAX20200119_153718_V06,20200119_073718
KDAX20200119_154157_V06,20200119_074157
KDAX20200119_154637_V06,20200119_074637
KDAX20200119_155116_V06,20200119_075116
KDAX20200119_160034_V06,20200119_080034
KDAX20200119_160513_V06,20200119_080513
KDAX20200119_160952_V06,20200119_080952
KDAX20200119_161430_V06,20200119_081430
KDAX20200119_161909_V06,20200119_081909
KDAX20200119_162348_V06,20200119_082348
KDAX20200119_162828_V06,20200119_082828
KDAX20200119_163306_V06,20200119_083306
KDAX20200119_163745_V06,20200119_083745
KDAX20200119_164224_V06,20200119_084224
KDAX20200119_164703_V06,20200119_084703
KDAX20200120_150859_V06,20200120_070859
KDAX20200120_151836_V06,20200120_071836
KDAX20200120_152812_V06,20200120_072812
KDAX20200120_153750_V06,20200120_073750
KDAX20200120_154726_V06,20200120_074726
KDAX20200120_160640_V06,20200120_080640
KDAX20200120_161616_V06,20200120_081616
KDAX20200120_162553_V06,20200120_082553
KDAX20200120_163529_V06,20200120_083529
KDAX20200120_164506_V06,20200120_084506
KDAX20200121_150009_V06,20200121_070009
KDAX20200121_150617_V06,20200121_070617
KDAX20200121_151210_V06,20200121_071210
KDAX20200121_151748_V06,20200121_071748
KDAX20200121_152311_V06,20200121_072311
KDAX20200121_152834_V06,20200121_072834
KDAX20200121_153411_V06,20200121_073411
KDAX20200121_153934_V06,20200121_073934
KDAX20200121_154457_V06,20200121_074457
KDAX20200121_155035_V06,20200121_075035
KDAX20200121_160151_V06,20200121_080151
KDAX20200121_160729_V06,20200121_080729
KDAX20200121_161307_V06,20200121_081307
KDAX20200121_161829_V06,20200121_081829
KDAX20200121_162338_V06,20200121_082338
KDAX20200121_162832_V06,20200121_082832
KDAX20200121_163326_V06,20200121_083326
