filename,local_time
KTLX20220101_131028_V06,20220101_071028
KTLX20220101_131509_V06,20220101_071509
KTLX20220101_131936_V06,20220101_071936
KTLX20220101_132507_V06,20220101_072507
KTLX20220101_132948_V06,20220101_072948
KTLX20220101_133423_V06,20220101_073423
KTLX20220101_133858_V06,20220101_073858
KTLX20220101_134339_V06,20220101_074339
KTLX20220101_134821_V06,20220101_074821
KTLX20220101_135225_V06,20220101_075225
KTLX20220101_140051_V06,20220101_080051
KTLX20220101_140511_V06,20220101_080511
KTLX20220101_140945_V06,20220101_080945
KTLX20220101_141406_V06,20220101_081406
KTLX20220101_141841_V06,20220101_081841
KTLX20220101_142300_V06,20220101_082300
KTLX20220101_142734_V06,20220101_082734
KTLX20220101_143203_V06,20220101_083203
KTLX20220101_143632_V06,20220101_083632
KTLX20220101_144101_V06,20220101_084101
KTLX20220101_144535_V06,20220101_084535
KTLX20220101_145016_V06,20220101_085016
KTLX20220101_145458_V06,20220101_085458
KTLX20220101_150420_V06,20220101_090420
KTLX20220102_131635_V06,20220102_071635
KTLX20220102_132614_V06,20220102_072614
KTLX20220102_133708_V06,20220102_073708
KTLX20220102_134646_V06,20220102_074646
KTLX20220102_140603_V06,20220102_080603
KTLX20220102_141542_V06,20220102_081542
KTLX20220102_142521_V06,20220102_082521
KTLX20220102_143459_V06,20220102_083459
KTLX20220102_144438_V06,20220102_084438
KTLX20220102_150356_V06,20220102_090356
KTLX20220103_131646_V06,20220103_071646
KTLX20220103_132625_V06,20220103_072625
KTLX20220103_133603_V06,20220103_073603
KTLX20220103_134659_V06,20220103_074659
KTLX20220103_140615_V06,20220103_080615
KTLX20220103_141554_V06,20220103_081554
KTLX20220103_142532_V06,20220103_082532
KTLX20220103_143510_V06,20220103_083510
KTLX20220103_144449_V06,20220103_084449
KTLX20220103_150406_V06,20220103_090406
KTLX20220104_131520_V06,20220104_071520
KTLX20220104_132458_V06,20220104_072458
KTLX20220104_133435_V06,20220104_073435
KTLX20220104_134414_V06,20220104_074414
KTLX20220104_140442_V06,20220104_080442
KTLX20220104_141420_V06,20220104_081420
KTLX20220104_142358_V06,20220104_082358
KTLX20220104_143335_V06,20220104_083335
KTLX20220104_144313_V06,20220104_084313
KTLX20220104_150227_V06,20220104_090227
KTLX20220105_131157_V06,20220105_071157
KTLX20220105_132134_V06,20220105_072134
KTLX20220105_133110_V06,20220105_073110
KTLX20220105_134047_V06,20220105_074047
KTLX20220105_135025_V06,20220105_075025
KTLX20220105_141054_V06,20220105_081054
KTLX20220105_142032_V06,20220105_082032
KTLX20220105_143009_V06,20220105_083009
KTLX20220105_143945_V06,20220105_083945
KTLX20220105_144922_V06,20220105_084922
KTLX20220106_130924_V06,20220106_070924
KTLX20220106_131902_V06,20220106_071902
KTLX20220106_132840_V06,20220106_072840
KTLX20220106_133817_V06,20220106_073817
KTLX20220106_134755_V06,20220106_074755
KTLX20220106_140824_V06,20220106_080824
KTLX20220106_141802_V06,20220106_081802
KTLX20220106_142740_V06,20220106_082740
KTLX20220106_143717_V06,20220106_083717
KTLX20220106_144655_V06,20220106_084655
KTLX20220106_150611_V06,20220106_090611
KTLX20220107_131013_V06,20220107_071013
KTLX20220107_131954_V06,20220107_071954
KTLX20220107_132934_V06,20220107_072934
KTLX20220107_133913_V06,20220107_073913
KTLX20220107_134853_V06,20220107_074853
KTLX20220107_140813_V06,20220107_080813
KTLX20220107_141906_V06,20220107_081906
KTLX20220107_142847_V06,20220107_082847
KTLX20220107_143826_V06,20220107_083826
KTLX20220107_144806_V06,20220107_084806
KTLX20220107_150726_V06,20220107_090726
KTLX20220108_131157_V06,20220108_071157
KTLX20220108_132135_V06,20220108_072135
KTLX20220108_133114_V06,20220108_073114
KTLX20220108_134051_V06,20220108_074051
KTLX20220108_135028_V06,20220108_075028
KTLX20220108_140944_V06,20220108_080944
KTLX20220108_141921_V06,20220108_081921
KTLX20220108_143012_V06,20220108_083012
KTLX20220108_143950_V06,20220108_083950
KTLX20220108_144927_V06,20220108_084927
KTLX20220109_130829_V06,20220109_070829
KTLX20220109_131806_V06,20220109_071806
KTLX20220109_132743_V06,20220109_072743
KTLX20220109_133720_V06,20220109_073720
KTLX20220109_134656_V06,20220109_074656
KTLX20220109_140610_V06,20220109_080610
KTLX20220109_141546_V06,20220109_081546
KTLX20220109_142523_V06,20220109_082523
KTLX20220109_143615_V06,20220109_083615
KTLX20220109_144553_V06,20220109_084553
KTLX20220109_150506_V06,20220109_090506
KTLX20220110_131519_V06,20220110_071519
KTLX20220110_132457_V06,20220110_072457
KTLX20220110_133436_V06,20220110_073436
KTLX20220110_134415_V06,20220110_074415
KTLX20220110_140332_V06,20220110_080332
KTLX20220110_141311_V06,20220110_081311
KTLX20220110_142249_V06,20220110_082249
KTLX20220110_143227_V06,20220110_083227
KTLX20220110_144320_V06,20220110_084320
KTLX20220110_150236_V06,20220110_090236
KTLX20220111_131404_V06,20220111_071404
KTLX20220111_132341_V06,20220111_072341
KTLX20220111_133321_V06,20220111_073321
KTLX20220111_134259_V06,20220111_074259
KTLX20220111_140214_V06,20220111_080214
KTLX20220111_141152_V06,20220111_081152
KTLX20220111_142129_V06,20220111_082129
KTLX20220111_143107_V06,20220111_083107
KTLX20220111_144045_V06,20220111_084045
KTLX20220111_150111_V06,20220111_090111
KTLX20220112_131108_V06,20220112_071108
KTLX20220112_132046_V06,20220112_072046
KTLX20220112_133023_V06,20220112_073023
KTLX20220112_134000_V06,20220112_074000
KTLX20220112_134938_V06,20220112_074938
KTLX20220112_140852_V06,20220112_080852
KTLX20220112_141830_V06,20220112_081830
KTLX20220112_142806_V06,20220112_082806
KTLX20220112_143743_V06,20220112_083743
KTLX20220112_144720_V06,20220112_084720
KTLX20220112_150749_V06,20220112_090749
KTLX20220113_131515_V06,20220113_071515
KTLX20220113_132451_V06,20220113_072451
KTLX20220113_133429_V06,20220113_073429
KTLX20220113_134405_V06,20220113_074405
KTLX20220113_140319_V06,20220113_080319
KTLX20220113_141255_V06,20220113_081255
KTLX20220113_142232_V06,20220113_082232
KTLX20220113_143209_V06,20220113_083209
KTLX20220113_144145_V06,20220113_084145
KTLX20220113_150059_V06,20220113_090059
KTLX20220114_131033_V06,20220114_071033
KTLX20220114_132009_V06,20220114_072009
KTLX20220114_132946_V06,20220114_072946
KTLX20220114_133923_V06,20220114_073923
KTLX20220114_134859_V06,20220114_074859
KTLX20220114_140813_V06,20220114_080813
KTLX20220114_141749_V06,20220114_081749
KTLX20220114_142726_V06,20220114_082726
KTLX20220114_143703_V06,20220114_083703
KTLX20220114_144639_V06,20220114_084639
KTLX20220114_150553_V06,20220114_090553
KTLX20220115_131542_V06,20220115_071542
KTLX20220115_132518_V06,20220115_072518
KTLX20220115_133455_V06,20220115_073455
KTLX20220115_134432_V06,20220115_074432
KTLX20220115_140346_V06,20220115_080346
KTLX20220115_141324_V06,20220115_081324
KTLX20220115_142301_V06,20220115_082301
KTLX20220115_143238_V06,20220115_083238
KTLX20220115_144216_V06,20220115_084216
KTLX20220115_150131_V06,20220115_090131
KTLX20220116_131509_V06,20220116_071509
KTLX20220116_132448_V06,20220116_072448
KTLX20220116_133426_V06,20220116_073426
KTLX20220116_134405_V06,20220116_074405
KTLX20220116_140322_V06,20220116_080322
KTLX20220116_141301_V06,20220116_081301
KTLX20220116_142240_V06,20220116_082240
KTLX20220116_143218_V06,20220116_083218
KTLX20220116_144157_V06,20220116_084157
KTLX20220116_150115_V06,20220116_090115
KTLX20220117_131431_V06,20220117_071431
KTLX20220117_132408_V06,20220117_072408
KTLX20220117_133346_V06,20220117_073346
KTLX20220117_134324_V06,20220117_074324
KTLX20220117_140239_V06,20220117_080239
KTLX20220117_141217_V06,20220117_081217
KTLX20220117_142154_V06,20220117_082154
KTLX20220117_143132_V06,20220117_083132
KTLX20220117_144110_V06,20220117_084110
KTLX20220117_150025_V06,20220117_090025
KTLX20220118_131107_V06,20220118_071107
KTLX20220118_132044_V06,20220118_072044
KTLX20220118_133021_V06,20220118_073021
KTLX20220118_133958_V06,20220118_073958
KTLX20220118_134934_V06,20220118_074934
KTLX20220118_140848_V06,20220118_080848
KTLX20220118_141825_V06,20220118_081825
KTLX20220118_142802_V06,20220118_082802
KTLX20220118_143738_V06,20220118_083738
KTLX20220118_144715_V06,20220118_084715
KTLX20220119_130711_V06,20220119_070711
KTLX20220119_131649_V06,20220119_071649
KTLX20220119_132626_V06,20220119_072626
KTLX20220119_133603_V06,20220119_073603
KTLX20220119_134540_V06,20220119_074540
KTLX20220119_140454_V06,20220119_080454
KTLX20220119_141431_V06,20220119_081431
KTLX20220119_142408_V06,20220119_082408
KTLX20220119_143346_V06,20220119_083346
KTLX20220119_144322_V06,20220119_084322
KTLX20220119_150237_V06,20220119_090237
KTLX20220120_130552_V06,20220120_070552
KTLX20220120_131531_V06,20220120_071531
KTLX20220120_132509_V06,20220120_072509
KTLX20220120_133448_V06,20220120_073448
KTLX20220120_134427_V06,20220120_074427
KTLX20220120_140344_V06,20220120_080344
KTLX20220120_141323_V06,20220120_081323
KTLX20220120_142303_V06,20220120_082303
